,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
882,406.05872,129.09464,348.05624,247.10379,448.0569,393.10336,568.03217,469.09003,398.0557,216.0861,506.05746,407.08844,352.0504,397.11853,295.06543,409.08786,407.06024,155.10353,386.05756,203.09602
883,406.05927,129.09154,348.05692,247.10056,448.05743,393.10046,568.0343,469.08807,398.05606,216.08315,506.0581,407.08615,352.0513,397.1154,295.0666,409.08646,407.0608,155.1004,386.05807,203.09312
884,406.06378,129.09462,348.06146,247.10376,448.062,393.10345,568.0399,469.09143,398.06064,216.08614,506.06274,407.08936,352.05624,397.11838,295.07147,409.0889,407.0653,155.1035,386.06274,203.09608
885,406.06268,129.09178,348.06024,247.09937,448.06076,393.10065,568.03796,469.08704,398.0594,216.0831,506.06207,407.08597,352.0549,397.11398,295.069,409.08386,407.0642,155.10065,386.06134,203.09305
886,406.06543,129.09348,348.06265,247.10085,448.0634,393.10236,568.03973,469.09015,398.0622,216.08473,506.06378,407.08853,352.0572,397.11526,295.07227,409.08478,407.06696,155.1023,386.06415,203.09442
887,406.07123,129.0927,348.069,247.0996,448.0692,393.10178,568.04736,469.09042,398.06787,216.08395,506.06915,407.0873,352.0639,397.11374,295.0795,409.0822,407.0727,155.10152,386.06976,203.0937
888,406.07385,129.08846,348.07178,247.09442,448.07166,393.097,568.0483,469.08377,398.07074,216.07971,506.0706,407.08203,352.06677,397.10843,295.08142,409.0754,407.07535,155.09732,386.07275,203.08919
889,406.0781,129.08727,348.07568,247.09354,448.0774,393.09543,568.0541,469.0823,398.0749,216.07875,506.0758,407.0807,352.0721,397.10724,295.0863,409.0757,407.0796,155.09612,386.07666,203.08789
890,406.0821,129.08234,348.0796,247.0899,448.08148,393.0903,568.05774,469.0761,398.079,216.0738,506.07993,407.07507,352.07645,397.10352,295.09058,409.07068,407.08356,155.09122,386.0807,203.08368
891,406.08392,129.07889,348.08072,247.0882,448.08325,393.08618,568.0581,469.07166,398.08054,216.07083,506.0813,407.0706,352.0773,397.10162,295.09106,409.06995,407.0854,155.08781,386.0823,203.08078
892,406.08746,129.07901,348.08423,247.08861,448.0868,393.0857,568.0614,469.07077,398.08423,216.07071,506.08514,407.0702,352.08057,397.1022,295.09506,409.07166,407.08893,155.08792,386.08594,203.08096
893,406.08572,129.07751,348.08252,247.0871,448.08447,393.08444,568.05804,469.0692,398.08258,216.06932,506.08212,407.06815,352.0779,397.10074,295.09296,409.0696,407.0872,155.08644,386.08435,203.07953
894,406.0826,129.08179,348.07974,247.09299,448.08148,393.08777,568.05664,469.07373,398.07953,216.07375,506.08133,407.07162,352.07544,397.10693,295.08984,409.07605,407.08408,155.09068,386.08136,203.08426
895,406.08276,129.08041,348.07913,247.09143,448.0824,393.08698,568.0565,469.0732,398.07947,216.07231,506.0828,407.071,352.07516,397.10605,295.0881,409.075,407.08423,155.08934,386.0812,203.08261
896,406.07635,129.0819,348.073,247.09235,448.07547,393.08905,568.0502,469.0756,398.07312,216.07362,506.0762,407.07324,352.0686,397.10715,295.08182,409.0761,407.0778,155.09073,386.0749,203.084
897,406.07333,129.09088,348.07062,247.09933,448.0718,393.0988,568.046,469.0862,398.0702,216.08246,506.07257,407.0833,352.0658,397.1149,295.07947,409.08246,407.07474,155.09972,386.072,203.0924
898,406.06998,129.0915,348.0677,247.09943,448.0677,393.1001,568.04205,469.0887,398.0669,216.08275,506.06885,407.08505,352.06223,397.11523,295.07623,409.08246,407.07138,155.10043,386.0688,203.09267
899,406.06744,129.09477,348.065,247.10292,448.06522,393.1045,568.0397,469.0929,398.06427,216.08603,506.06616,407.08954,352.05923,397.1189,295.07272,409.0869,407.06885,155.10371,386.06628,203.09596
900,406.06998,129.0968,348.06723,247.10461,448.0682,393.1069,568.0436,469.09528,398.06683,216.08801,506.06873,407.0917,352.0619,397.12085,295.07483,409.08932,407.07138,155.10574,386.06866,203.09796
901,406.06668,129.09798,348.06357,247.10553,448.06512,393.10788,568.0406,469.09598,398.06335,216.08939,506.0655,407.09238,352.05844,397.12125,295.07156,409.08945,407.06808,155.10692,386.0653,203.09933
902,406.06808,129.09836,348.0644,247.10597,448.06635,393.10892,568.0436,469.09723,398.06485,216.0896,506.0674,407.0938,352.0592,397.12247,295.0722,409.09067,407.06955,155.10728,386.06674,203.09956
903,406.07,129.09653,348.06622,247.1042,448.06873,393.10712,568.0459,469.0962,398.0666,216.08795,506.06995,407.0922,352.06113,397.12036,295.07407,409.08875,407.07147,155.10551,386.06845,203.09785
904,406.06833,129.1013,348.06488,247.10875,448.0676,393.11194,568.0466,469.1018,398.06488,216.09264,506.0696,407.09717,352.05997,397.12488,295.07315,409.09372,407.0698,155.11029,386.06683,203.10246
905,406.06763,129.10303,348.06366,247.111,448.0661,393.11478,568.0463,469.10458,398.0642,216.09436,506.06866,407.09985,352.05774,397.12836,295.0704,409.09787,407.06906,155.11201,386.06604,203.10416
906,406.06686,129.11046,348.06293,247.11972,448.0658,393.1223,568.0449,469.1127,398.06354,216.10185,506.06824,407.10736,352.0576,397.13712,295.06906,409.10638,407.06833,155.11934,386.06528,203.11194
907,406.06317,129.10411,348.05963,247.11276,448.06174,393.11432,568.04004,469.10312,398.05994,216.09546,506.0639,407.09915,352.05438,397.1298,295.0661,409.09955,407.06464,155.113,386.06165,203.10545
908,406.06274,129.11191,348.0593,247.12198,448.06165,393.12296,568.04004,469.11206,398.0597,216.10344,506.0638,407.10745,352.0539,397.1389,295.06714,409.1084,407.06415,155.12079,386.06134,203.11418
909,406.06104,129.0989,348.05774,247.1083,448.05927,393.1078,568.0368,469.09512,398.05786,216.09044,506.06076,407.09198,352.052,397.12433,295.06592,409.0941,407.06244,155.10779,386.0596,203.10075
910,406.0661,129.10715,348.06308,247.11737,448.06454,393.1172,568.0404,469.10596,398.06293,216.0987,506.06488,407.1017,352.05768,397.13354,295.07205,409.10315,407.06757,155.11592,386.06464,203.1089
911,406.07104,129.10483,348.06766,247.11572,448.0705,393.11475,568.04565,469.10324,398.0678,216.09634,506.06943,407.0992,352.06305,397.13162,295.0771,409.10187,407.0725,155.11368,386.06943,203.10658
912,406.06876,129.10179,348.06622,247.1114,448.06775,393.10934,568.04346,469.0962,398.06555,216.09315,506.0669,407.09344,352.06268,397.12653,295.07773,409.0961,407.0702,155.1106,386.06735,203.10316
913,406.0703,129.10014,348.06778,247.11069,448.06976,393.1092,568.0453,469.09708,398.06726,216.09183,506.0685,407.09433,352.0643,397.12604,295.0803,409.09528,407.07172,155.10902,386.06903,203.1019
914,406.06998,129.09123,348.06754,247.10129,448.0689,393.09915,568.04553,469.086,398.06677,216.08275,506.06848,407.0843,352.0634,397.11584,295.0794,409.0854,407.0714,155.10016,386.06854,203.09285
915,406.068,129.09218,348.06506,247.10172,448.0669,393.1011,568.04254,469.08878,398.06488,216.0835,506.06635,407.08618,352.06055,397.11615,295.07715,409.0858,407.0694,155.10114,386.06665,203.09384
916,406.06403,129.08429,348.0612,247.09207,448.0619,393.09183,568.03827,469.0783,398.06088,216.07559,506.0623,407.0769,352.0563,397.1055,295.0747,409.07394,407.06543,155.09315,386.06277,203.08556
917,406.06622,129.09067,348.06293,247.09995,448.0642,393.10046,568.0419,469.08832,398.06305,216.08243,506.06503,407.086,352.05786,397.11447,295.07565,409.08255,407.06766,155.09953,386.06494,203.09236
918,406.06042,129.07883,348.05692,247.08716,448.0584,393.0855,568.03577,469.07236,398.057,216.07042,506.05972,407.0705,352.052,397.1007,295.07013,409.06705,407.06183,155.08769,386.05908,203.07991
